join_key,embedding_path,company,year,252_day_return
BORGWARNER INC_2012,data_embeddings\BORGWARNER INC\BORGWARNER INC_item_7_2012.npy,BORGWARNER INC,2012,0.9584434847326896
BORGWARNER INC_2013,data_embeddings\BORGWARNER INC\BORGWARNER INC_item_7_2013.npy,BORGWARNER INC,2013,1.5540385755890016
BORGWARNER INC_2014,data_embeddings\BORGWARNER INC\BORGWARNER INC_item_7_2014.npy,BORGWARNER INC,2014,1.06368292277145
BORGWARNER INC_2015,data_embeddings\BORGWARNER INC\BORGWARNER INC_item_7_2015.npy,BORGWARNER INC,2015,0.5224207449716528
BORGWARNER INC_2016,data_embeddings\BORGWARNER INC\BORGWARNER INC_item_7_2016.npy,BORGWARNER INC,2016,1.4006450527995438
BORGWARNER INC_2017,data_embeddings\BORGWARNER INC\BORGWARNER INC_item_7_2017.npy,BORGWARNER INC,2017,1.3108591712750517
BORGWARNER INC_2018,data_embeddings\BORGWARNER INC\BORGWARNER INC_item_7_2018.npy,BORGWARNER INC,2018,0.7587715212623755
BORGWARNER INC_2019,data_embeddings\BORGWARNER INC\BORGWARNER INC_item_7_2019.npy,BORGWARNER INC,2019,0.8477761738658761
BOSTON PROPERTIES INC_2010,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2010.npy,BOSTON PROPERTIES INC,2010,1.405746829734768
BOSTON PROPERTIES INC_2011,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2011.npy,BOSTON PROPERTIES INC,2011,1.1160609213252377
BOSTON PROPERTIES INC_2012,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2012.npy,BOSTON PROPERTIES INC,2012,1.0390412373642721
BOSTON PROPERTIES INC_2013,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2013.npy,BOSTON PROPERTIES INC,2013,1.1346375610644082
BOSTON PROPERTIES INC_2014,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2014.npy,BOSTON PROPERTIES INC,2014,1.304644440251907
BOSTON PROPERTIES INC_2015,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2015.npy,BOSTON PROPERTIES INC,2015,0.8768040621463852
BOSTON PROPERTIES INC_2016,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2016.npy,BOSTON PROPERTIES INC,2016,1.2438346501461433
BOSTON PROPERTIES INC_2017,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2017.npy,BOSTON PROPERTIES INC,2017,0.8758012294238369
BOSTON PROPERTIES INC_2018,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2018.npy,BOSTON PROPERTIES INC,2018,1.141813455563447
BOSTON PROPERTIES INC_2019,data_embeddings\BOSTON PROPERTIES INC\BOSTON PROPERTIES INC_item_7_2019.npy,BOSTON PROPERTIES INC,2019,1.0002293851992317
BOSTON SCIENTIFIC CORP_2010,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2010.npy,BOSTON SCIENTIFIC CORP,2010,0.9276485828445838
BOSTON SCIENTIFIC CORP_2011,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2011.npy,BOSTON SCIENTIFIC CORP,2011,0.8229729847813124
BOSTON SCIENTIFIC CORP_2012,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2012.npy,BOSTON SCIENTIFIC CORP,2012,1.1921182431118071
BOSTON SCIENTIFIC CORP_2013,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2013.npy,BOSTON SCIENTIFIC CORP,2013,1.7747625604236705
BOSTON SCIENTIFIC CORP_2014,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2014.npy,BOSTON SCIENTIFIC CORP,2014,1.2608695309128268
BOSTON SCIENTIFIC CORP_2015,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2015.npy,BOSTON SCIENTIFIC CORP,2015,1.023640649282502
BOSTON SCIENTIFIC CORP_2016,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2016.npy,BOSTON SCIENTIFIC CORP,2016,1.4125793346386566
BOSTON SCIENTIFIC CORP_2017,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2017.npy,BOSTON SCIENTIFIC CORP,2017,1.1111111636326607
BOSTON SCIENTIFIC CORP_2018,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2018.npy,BOSTON SCIENTIFIC CORP,2018,1.4953410089921564
BOSTON SCIENTIFIC CORP_2019,data_embeddings\BOSTON SCIENTIFIC CORP\BOSTON SCIENTIFIC CORP_item_7_2019.npy,BOSTON SCIENTIFIC CORP,2019,1.0792774639005784
"Brighthouse Financial, Inc._2018","data_embeddings\Brighthouse Financial, Inc\Brighthouse Financial, Inc._item_7_2018.npy","Brighthouse Financial, Inc.",2018,0.7332358991819757
"Brighthouse Financial, Inc._2019","data_embeddings\Brighthouse Financial, Inc\Brighthouse Financial, Inc._item_7_2019.npy","Brighthouse Financial, Inc.",2019,0.8444392892025984
BRISTOL MYERS SQUIBB CO_2010,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2010.npy,BRISTOL MYERS SQUIBB CO,2010,1.0845671499729939
BRISTOL MYERS SQUIBB CO_2011,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2011.npy,BRISTOL MYERS SQUIBB CO,2011,1.3247936322067855
BRISTOL MYERS SQUIBB CO_2012,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2012.npy,BRISTOL MYERS SQUIBB CO,2012,1.1534654384134997
BRISTOL MYERS SQUIBB CO_2013,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2013.npy,BRISTOL MYERS SQUIBB CO,2013,1.539831499728422
BRISTOL MYERS SQUIBB CO_2014,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2014.npy,BRISTOL MYERS SQUIBB CO,2014,1.1364558463591412
BRISTOL MYERS SQUIBB CO_2015,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2015.npy,BRISTOL MYERS SQUIBB CO,2015,1.0596740193012273
BRISTOL MYERS SQUIBB CO_2016,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2016.npy,BRISTOL MYERS SQUIBB CO,2016,0.8903534993109904
BRISTOL MYERS SQUIBB CO_2017,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2017.npy,BRISTOL MYERS SQUIBB CO,2017,1.247443958940093
BRISTOL MYERS SQUIBB CO_2018,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2018.npy,BRISTOL MYERS SQUIBB CO,2018,0.8192217621483503
BRISTOL MYERS SQUIBB CO_2019,data_embeddings\BRISTOL MYERS SQUIBB CO\BRISTOL MYERS SQUIBB CO_item_7_2019.npy,BRISTOL MYERS SQUIBB CO,2019,1.2678017194705293
BROADCOM CORP_2010,data_embeddings\BROADCOM CORP\BROADCOM CORP_item_7_2010.npy,BROADCOM CORP,2010,1.584616398230059
BROADCOM CORP_2011,data_embeddings\BROADCOM CORP\BROADCOM CORP_item_7_2011.npy,BROADCOM CORP,2011,0.8566369090747927
BROADCOM CORP_2012,data_embeddings\BROADCOM CORP\BROADCOM CORP_item_7_2012.npy,BROADCOM CORP,2012,0.8843308037800163
BROADCOM CORP_2013,data_embeddings\BROADCOM CORP\BROADCOM CORP_item_7_2013.npy,BROADCOM CORP,2013,0.8753233504835025
BROADCOM CORP_2014,data_embeddings\BROADCOM CORP\BROADCOM CORP_item_7_2014.npy,BROADCOM CORP,2014,1.472637761882276
BROADCOM CORP_2015,data_embeddings\BROADCOM CORP\BROADCOM CORP_item_7_2015.npy,BROADCOM CORP,2015,1.3380130475260994
Broadcom Inc._2018,data_embeddings\Broadcom Inc\Broadcom Inc._item_7_2018.npy,Broadcom Inc.,2018,1.3553584305606712
Broadcom Inc._2019,data_embeddings\Broadcom Inc\Broadcom Inc._item_7_2019.npy,Broadcom Inc.,2019,1.4061783177781462
"BROADRIDGE FINANCIAL SOLUTIONS, INC._2018","data_embeddings\BROADRIDGE FINANCIAL SOLUTIONS, INC\BROADRIDGE FINANCIAL SOLUTIONS, INC._item_7_2018.npy","BROADRIDGE FINANCIAL SOLUTIONS, INC.",2018,0.9938894245436117
"BROADRIDGE FINANCIAL SOLUTIONS, INC._2019","data_embeddings\BROADRIDGE FINANCIAL SOLUTIONS, INC\BROADRIDGE FINANCIAL SOLUTIONS, INC._item_7_2019.npy","BROADRIDGE FINANCIAL SOLUTIONS, INC.",2019,1.1184218931709766
BROWN FORMAN CORP_2010,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2010.npy,BROWN FORMAN CORP,2010,1.3061211046388492
BROWN FORMAN CORP_2011,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2011.npy,BROWN FORMAN CORP,2011,1.3180915458180058
BROWN FORMAN CORP_2012,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2012.npy,BROWN FORMAN CORP,2012,1.1593335776964273
BROWN FORMAN CORP_2013,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2013.npy,BROWN FORMAN CORP,2013,1.396801197051883
BROWN FORMAN CORP_2014,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2014.npy,BROWN FORMAN CORP,2014,1.0662936511256145
BROWN FORMAN CORP_2015,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2015.npy,BROWN FORMAN CORP,2015,0.9643821912410755
BROWN FORMAN CORP_2016,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2016.npy,BROWN FORMAN CORP,2016,1.0281963407144392
BROWN FORMAN CORP_2017,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2017.npy,BROWN FORMAN CORP,2017,1.3828866581845927
BROWN FORMAN CORP_2018,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2018.npy,BROWN FORMAN CORP,2018,1.0915748253693909
BROWN FORMAN CORP_2019,data_embeddings\BROWN FORMAN CORP\BROWN FORMAN CORP_item_7_2019.npy,BROWN FORMAN CORP,2019,1.1511547839299643
BURLINGTON NORTHERN SANTA FE CORP_2010,data_embeddings\BURLINGTON NORTHERN SANTA FE CORP\BURLINGTON NORTHERN SANTA FE CORP_item_7_2010.npy,BURLINGTON NORTHERN SANTA FE CORP,2010,0.9998004163207952
C H ROBINSON WORLDWIDE INC_2010,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2010.npy,C H ROBINSON WORLDWIDE INC,2010,1.373999388354227
C H ROBINSON WORLDWIDE INC_2011,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2011.npy,C H ROBINSON WORLDWIDE INC,2011,0.9542368492553638
C H ROBINSON WORLDWIDE INC_2012,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2012.npy,C H ROBINSON WORLDWIDE INC,2012,0.8825382031809241
C H ROBINSON WORLDWIDE INC_2013,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2013.npy,C H ROBINSON WORLDWIDE INC,2013,0.9238337581731367
C H ROBINSON WORLDWIDE INC_2014,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2014.npy,C H ROBINSON WORLDWIDE INC,2014,1.476563286629561
C H ROBINSON WORLDWIDE INC_2015,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2015.npy,C H ROBINSON WORLDWIDE INC,2015,0.9839634565160305
C H ROBINSON WORLDWIDE INC_2016,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2016.npy,C H ROBINSON WORLDWIDE INC,2016,1.178883538702092
C H ROBINSON WORLDWIDE INC_2017,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2017.npy,C H ROBINSON WORLDWIDE INC,2017,1.1354415318074935
C H ROBINSON WORLDWIDE INC_2018,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2018.npy,C H ROBINSON WORLDWIDE INC,2018,0.992113792411953
C H ROBINSON WORLDWIDE INC_2019,data_embeddings\C H ROBINSON WORLDWIDE INC\C H ROBINSON WORLDWIDE INC_item_7_2019.npy,C H ROBINSON WORLDWIDE INC,2019,0.8087645149154779
"CA, INC._2010","data_embeddings\CA, INC\CA, INC._item_7_2010.npy","CA, INC.",2010,1.124725160508115
"CA, INC._2013","data_embeddings\CA, INC\CA, INC._item_7_2013.npy","CA, INC.",2013,1.1332515441447404
"CA, INC._2014","data_embeddings\CA, INC\CA, INC._item_7_2014.npy","CA, INC.",2014,1.1214249362293158
"CA, INC._2015","data_embeddings\CA, INC\CA, INC._item_7_2015.npy","CA, INC.",2015,0.9777912583860331
"CA, INC._2016","data_embeddings\CA, INC\CA, INC._item_7_2016.npy","CA, INC.",2016,1.0363438175473392
"CA, INC._2017","data_embeddings\CA, INC\CA, INC._item_7_2017.npy","CA, INC.",2017,1.1450391051370548
"CA, INC._2018","data_embeddings\CA, INC\CA, INC._item_7_2018.npy","CA, INC.",2018,1.2988274957603565
CABOT OIL & GAS CORP_2010,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2010.npy,CABOT OIL & GAS CORP,2010,1.1447894715846978
CABOT OIL & GAS CORP_2011,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2011.npy,CABOT OIL & GAS CORP,2011,1.5554278647559547
CABOT OIL & GAS CORP_2013,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2013.npy,CABOT OIL & GAS CORP,2013,1.1317004220716629
CABOT OIL & GAS CORP_2014,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2014.npy,CABOT OIL & GAS CORP,2014,0.8349693184771373
CABOT OIL & GAS CORP_2015,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2015.npy,CABOT OIL & GAS CORP,2015,0.6964270954920135
CABOT OIL & GAS CORP_2016,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2016.npy,CABOT OIL & GAS CORP,2016,1.0682300873248385
CABOT OIL & GAS CORP_2017,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2017.npy,CABOT OIL & GAS CORP,2017,1.10215099652664
CABOT OIL & GAS CORP_2018,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2018.npy,CABOT OIL & GAS CORP,2018,1.0277462313432106
CABOT OIL & GAS CORP_2019,data_embeddings\CABOT OIL & GAS CORP\CABOT OIL & GAS CORP_item_7_2019.npy,CABOT OIL & GAS CORP,2019,0.5959879922629862
CADENCE DESIGN SYSTEMS INC_2018,data_embeddings\CADENCE DESIGN SYSTEMS INC\CADENCE DESIGN SYSTEMS INC_item_7_2018.npy,CADENCE DESIGN SYSTEMS INC,2018,1.379138753368933
CADENCE DESIGN SYSTEMS INC_2019,data_embeddings\CADENCE DESIGN SYSTEMS INC\CADENCE DESIGN SYSTEMS INC_item_7_2019.npy,CADENCE DESIGN SYSTEMS INC,2019,1.1460399592671704
CAMERON INTERNATIONAL CORP_2010,data_embeddings\CAMERON INTERNATIONAL CORP\CAMERON INTERNATIONAL CORP_item_7_2010.npy,CAMERON INTERNATIONAL CORP,2010,1.4519815193904269
CAMERON INTERNATIONAL CORP_2011,data_embeddings\CAMERON INTERNATIONAL CORP\CAMERON INTERNATIONAL CORP_item_7_2011.npy,CAMERON INTERNATIONAL CORP,2011,0.9438525297634337
CAMERON INTERNATIONAL CORP_2012,data_embeddings\CAMERON INTERNATIONAL CORP\CAMERON INTERNATIONAL CORP_item_7_2012.npy,CAMERON INTERNATIONAL CORP,2012,1.126142236040415
CAMERON INTERNATIONAL CORP_2013,data_embeddings\CAMERON INTERNATIONAL CORP\CAMERON INTERNATIONAL CORP_item_7_2013.npy,CAMERON INTERNATIONAL CORP,2013,0.9798279724223184
CAMERON INTERNATIONAL CORP_2014,data_embeddings\CAMERON INTERNATIONAL CORP\CAMERON INTERNATIONAL CORP_item_7_2014.npy,CAMERON INTERNATIONAL CORP,2014,0.7471536790708941
CAMERON INTERNATIONAL CORP_2015,data_embeddings\CAMERON INTERNATIONAL CORP\CAMERON INTERNATIONAL CORP_item_7_2015.npy,CAMERON INTERNATIONAL CORP,2015,1.4306647396047816
CAMERON INTERNATIONAL CORP_2016,data_embeddings\CAMERON INTERNATIONAL CORP\CAMERON INTERNATIONAL CORP_item_7_2016.npy,CAMERON INTERNATIONAL CORP,2016,1.0138592159623117
CAMPBELL SOUP CO_2010,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2010.npy,CAMPBELL SOUP CO,2010,0.9158492782488612
CAMPBELL SOUP CO_2011,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2011.npy,CAMPBELL SOUP CO,2011,1.1275970167727787
CAMPBELL SOUP CO_2012,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2012.npy,CAMPBELL SOUP CO,2012,1.222993722584702
CAMPBELL SOUP CO_2013,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2013.npy,CAMPBELL SOUP CO,2013,1.0603102866186946
CAMPBELL SOUP CO_2014,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2014.npy,CAMPBELL SOUP CO,2014,1.2232543233134878
CAMPBELL SOUP CO_2015,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2015.npy,CAMPBELL SOUP CO,2015,1.1096266027305923
CAMPBELL SOUP CO_2016,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2016.npy,CAMPBELL SOUP CO,2016,0.8356588324348637
CAMPBELL SOUP CO_2017,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2017.npy,CAMPBELL SOUP CO,2017,0.808543290341429
CAMPBELL SOUP CO_2018,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2018.npy,CAMPBELL SOUP CO,2018,1.3211394907655938
CAMPBELL SOUP CO_2019,data_embeddings\CAMPBELL SOUP CO\CAMPBELL SOUP CO_item_7_2019.npy,CAMPBELL SOUP CO,2019,1.0485593177458616
CAPITAL ONE FINANCIAL CORP_2011,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2011.npy,CAPITAL ONE FINANCIAL CORP,2011,1.0530602402427802
CAPITAL ONE FINANCIAL CORP_2012,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2012.npy,CAPITAL ONE FINANCIAL CORP,2012,1.0535802471076288
CAPITAL ONE FINANCIAL CORP_2013,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2013.npy,CAPITAL ONE FINANCIAL CORP,2013,1.4650283384127292
CAPITAL ONE FINANCIAL CORP_2014,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2014.npy,CAPITAL ONE FINANCIAL CORP,2014,1.1006454203979492
CAPITAL ONE FINANCIAL CORP_2015,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2015.npy,CAPITAL ONE FINANCIAL CORP,2015,0.8301444012335658
CAPITAL ONE FINANCIAL CORP_2016,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2016.npy,CAPITAL ONE FINANCIAL CORP,2016,1.4246267302202031
CAPITAL ONE FINANCIAL CORP_2017,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2017.npy,CAPITAL ONE FINANCIAL CORP,2017,1.0801903500439507
CAPITAL ONE FINANCIAL CORP_2018,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2018.npy,CAPITAL ONE FINANCIAL CORP,2018,0.8488680022791348
CAPITAL ONE FINANCIAL CORP_2019,data_embeddings\CAPITAL ONE FINANCIAL CORP\CAPITAL ONE FINANCIAL CORP_item_7_2019.npy,CAPITAL ONE FINANCIAL CORP,2019,1.273004573707636
Capri Holdings Ltd_2019,data_embeddings\Capri Holdings Ltd\Capri Holdings Ltd_item_7_2019.npy,Capri Holdings Ltd,2019,1.0881346290705907
CARDINAL HEALTH INC_2010,data_embeddings\CARDINAL HEALTH INC\CARDINAL HEALTH INC_item_7_2010.npy,CARDINAL HEALTH INC,2010,1.3404294128342478
CARDINAL HEALTH INC_2011,data_embeddings\CARDINAL HEALTH INC\CARDINAL HEALTH INC_item_7_2011.npy,CARDINAL HEALTH INC,2011,0.9903115712740433
CARDINAL HEALTH INC_2012,data_embeddings\CARDINAL HEALTH INC\CARDINAL HEALTH INC_item_7_2012.npy,CARDINAL HEALTH INC,2012,1.319825550643821
CARDINAL HEALTH INC_2013,data_embeddings\CARDINAL HEALTH INC\CARDINAL HEALTH INC_item_7_2013.npy,CARDINAL HEALTH INC,2013,1.4472351818908527
CARDINAL HEALTH INC_2014,data_embeddings\CARDINAL HEALTH INC\CARDINAL HEALTH INC_item_7_2014.npy,CARDINAL HEALTH INC,2014,1.1915658418252228
CareFusion Corp_2010,data_embeddings\CareFusion Corp\CareFusion Corp_item_7_2010.npy,CareFusion Corp,2010,1.1004544805138272
CAREFUSION Corp_2011,data_embeddings\CareFusion Corp\CAREFUSION Corp_item_7_2011.npy,CAREFUSION Corp,2011,0.9967320178352724
CAREFUSION Corp_2013,data_embeddings\CareFusion Corp\CAREFUSION Corp_item_7_2013.npy,CAREFUSION Corp,2013,1.313466475544281
CAREFUSION Corp_2013,data_embeddings\CareFusion Corp\CAREFUSION Corp_item_7_2013.npy,CAREFUSION Corp,2013,1.1688768002065528
CAREFUSION Corp_2014,data_embeddings\CareFusion Corp\CAREFUSION Corp_item_7_2014.npy,CAREFUSION Corp,2014,1.3760130078142945
CARMAX INC_2011,data_embeddings\CARMAX INC\CARMAX INC_item_7_2011.npy,CARMAX INC,2011,0.9331942146895615
CARMAX INC_2012,data_embeddings\CARMAX INC\CARMAX INC_item_7_2012.npy,CARMAX INC,2012,1.44383997130915
CARMAX INC_2013,data_embeddings\CARMAX INC\CARMAX INC_item_7_2013.npy,CARMAX INC,2013,0.9631860460911057
CARMAX INC_2014,data_embeddings\CARMAX INC\CARMAX INC_item_7_2014.npy,CARMAX INC,2014,1.6009771573317444
CARMAX INC_2015,data_embeddings\CARMAX INC\CARMAX INC_item_7_2015.npy,CARMAX INC,2015,0.757324575613658
CARMAX INC_2016,data_embeddings\CARMAX INC\CARMAX INC_item_7_2016.npy,CARMAX INC,2016,1.121570789386357
CARMAX INC_2017,data_embeddings\CARMAX INC\CARMAX INC_item_7_2017.npy,CARMAX INC,2017,1.052306622663662
CARMAX INC_2018,data_embeddings\CARMAX INC\CARMAX INC_item_7_2018.npy,CARMAX INC,2018,1.2447814987568915
CARNIVAL CORP_2010,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2010.npy,CARNIVAL CORP,2010,1.3533136928405016
CARNIVAL CORP_2011,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2011.npy,CARNIVAL CORP,2011,0.6941549612412784
CARNIVAL CORP_2012,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2012.npy,CARNIVAL CORP,2012,1.3419262566777264
CARNIVAL CORP_2013,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2013.npy,CARNIVAL CORP,2013,1.0505709263455225
CARNIVAL CORP_2014,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2014.npy,CARNIVAL CORP,2014,1.1640791512329474
CARNIVAL CORP_2015,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2015.npy,CARNIVAL CORP,2015,1.0969246327583129
CARNIVAL CORP_2016,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2016.npy,CARNIVAL CORP,2016,1.1884473887703975
CARNIVAL CORP_2017,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2017.npy,CARNIVAL CORP,2017,1.3233447335180293
CARNIVAL CORP_2018,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2018.npy,CARNIVAL CORP,2018,0.8232721417950449
CARNIVAL CORP_2019,data_embeddings\CARNIVAL CORP\CARNIVAL CORP_item_7_2019.npy,CARNIVAL CORP,2019,0.8587737438683017
CATERPILLAR INC_2010,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2010.npy,CATERPILLAR INC,2010,1.816038951753389
CATERPILLAR INC_2011,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2011.npy,CATERPILLAR INC,2011,1.1560860447333323
CATERPILLAR INC_2012,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2012.npy,CATERPILLAR INC,2012,0.8139793109079163
CATERPILLAR INC_2013,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2013.npy,CATERPILLAR INC,2013,1.0338008627640716
CATERPILLAR INC_2014,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2014.npy,CATERPILLAR INC,2014,0.903108658411798
CATERPILLAR INC_2015,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2015.npy,CATERPILLAR INC,2015,0.8207426678865533
CATERPILLAR INC_2016,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2016.npy,CATERPILLAR INC,2016,1.5599908472965465
CATERPILLAR INC_2017,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2017.npy,CATERPILLAR INC,2017,1.657937005498619
CATERPILLAR INC_2018,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2018.npy,CATERPILLAR INC,2018,0.8695010737425823
CATERPILLAR INC_2019,data_embeddings\CATERPILLAR INC\CATERPILLAR INC_item_7_2019.npy,CATERPILLAR INC,2019,1.0703668813926268
CB RICHARD ELLIS GROUP INC_2010,data_embeddings\CB RICHARD ELLIS GROUP INC\CB RICHARD ELLIS GROUP INC_item_7_2010.npy,CB RICHARD ELLIS GROUP INC,2010,1.84117645884913
CB RICHARD ELLIS GROUP INC_2011,data_embeddings\CB RICHARD ELLIS GROUP INC\CB RICHARD ELLIS GROUP INC_item_7_2011.npy,CB RICHARD ELLIS GROUP INC,2011,0.745424959699567
"Cboe Global Markets, Inc._2018","data_embeddings\Cboe Global Markets, Inc\Cboe Global Markets, Inc._item_7_2018.npy","Cboe Global Markets, Inc.",2018,0.8773234276240565
